"en_cue","en_target","type","cue_type","target_type","en_cosine"
"bowl","prototype","unrelated","word","word",0.05422830992581
"explanation","door","unrelated","word","word",0.138950006340439
"coach","dusty","unrelated","word","word",0.157050802766598
"comfortable","opponent","unrelated","word","word",0.144016402758143
"text","dynamite","unrelated","word","word",0.13861968255543
"gambling","interesting","unrelated","word","word",0.11435541527625
"critical","cold","unrelated","word","word",0.198801781732275
"policy","july","unrelated","word","word",0.130960798216583
"journalism","tree","unrelated","word","word",0.0907919773073314
"status","ask","unrelated","word","word",0.136041094122004
"chance","psychological","unrelated","word","word",0.121623183639173
"helpless","temperature","unrelated","word","word",0.133738454356491
"literally","machine","unrelated","word","word",0.237249418887148
"prey","thumb","unrelated","word","word",0.186009785079214
"birth","penis","unrelated","word","word",0.153844408345233
"ready","exhibition","unrelated","word","word",0.111950637385857
"chancellor","investor","unrelated","word","word",0.201641606862675
"button","cowboy","unrelated","word","word",0.178710940542537
"pulse","accompany","unrelated","word","word",0.0553861531047598
"value","nation","unrelated","word","word",0.18204505494093
"monk","lock","unrelated","word","word",0.139023207300337
"secondary","army","unrelated","word","word",0.0791418709089183
"princess","feeling","unrelated","word","word",0.169706067526874
"cell","usually","unrelated","word","word",0.147596689024117
"hostage","skull","unrelated","word","word",0.121562287018061
"private","negative","unrelated","word","word",0.0711576131549669
"nobel","match","unrelated","word","word",0.20269709209939
"maybe","monastery","unrelated","word","word",0.156049036987491
"capsule","centimeter","unrelated","word","word",0.281209258906824
"trouble","professor","unrelated","word","word",0.153109090862893
"process","arrogance","unrelated","word","word",0.167108513395131
"create","constitution","unrelated","word","word",0.174914116442197
"brand","sip","unrelated","word","word",0.194823647061959
"factory","oil","unrelated","word","word",0.284348474718772
"amateur","need","unrelated","word","word",0.109655355591591
"dean","work","unrelated","word","word",0.168652686222763
"project","put","unrelated","word","word",0.206887315989826
"forbidden","baseball","unrelated","word","word",0.195627110701518
"guarantee","importance","unrelated","word","word",0.152804805596501
"evidence","inherit","unrelated","word","word",0.114410160726121
"lawyer","writer","unrelated","word","word",0.407023834423001
"rule","motel","unrelated","word","word",0.0790626176450661
"model","calm","unrelated","word","word",0.107457877752421
"enable","signature","unrelated","word","word",0.122112477038205
"medical","probe","unrelated","word","word",0.230833148456183
"anatomy","hose","unrelated","word","word",0.161785602029032
"push","autumn","unrelated","word","word",0.0531320763555488
"insert","storm","unrelated","word","word",0.042372926159067
"quantity","cruel","unrelated","word","word",0.106256138477374
"half","vitamin","unrelated","word","word",0.149759260165654
"slowly","oxygen","unrelated","word","word",0.292742278623009
"fox","neck","unrelated","word","word",0.166800573345624
"squirrel","bottle","unrelated","word","word",0.187404665753361
"marathon","organize","unrelated","word","word",0.150254416623004
"contamination","colonel","unrelated","word","word",0.116694505860247
"anger","east","unrelated","word","word",0.0817385298731375
"kidnapper","weapon","unrelated","word","word",0.198510006275001
"occasionally","sabotage","unrelated","word","word",0.122214356825865
"mouse","calculate","unrelated","word","word",0.117923503687618
"generator","reduce","unrelated","word","word",0.217439679164839
"true","medallion","unrelated","word","word",0.19801582339959
"optimistic","salad","unrelated","word","word",0.159724879270963
"actually","close","unrelated","word","word",0.249418477222018
"front","draw","unrelated","word","word",0.186471822095963
"fair","laugh","unrelated","word","word",0.189423369354063
"just","write","unrelated","word","word",0.219934787412817
"record","accident","unrelated","word","word",0.181244008273635
"increase","navy","unrelated","word","word",0.132153743832083
"fresh","magazine","unrelated","word","word",0.0964221931092973
"philosophy","book","unrelated","word","word",0.25807662266348
"stay","tissue","unrelated","word","word",0.0550969425237097
"exceptional","party","unrelated","word","word",0.0964807540978854
"forget","state","unrelated","word","word",0.124006366709518
"eliminate","america","unrelated","word","word",0.188094142519742
"hire","galaxy","unrelated","word","word",0.0836605772750557
"fix","usual","unrelated","word","word",0.130543424644043
"answer","joy","unrelated","word","word",0.0854593986965245
"career","artillery","unrelated","word","word",0.130310987834511
"demand","poem","unrelated","word","word",0.0678649694446205
"resistance","quickly","unrelated","word","word",0.231458381228255
"pub","rotate","unrelated","word","word",0.0291803649321118
"back","element","unrelated","word","word",0.097582169363667
"bonus","past","unrelated","word","word",0.129215707946132
"poor","boat","unrelated","word","word",0.143636823839298
"drive","tennis","unrelated","word","word",0.198539989859889
"steal","ironic","unrelated","word","word",0.0944594407316007
"theft","liver","unrelated","word","word",0.135639295665517
"dramatic","somewhere","unrelated","word","word",0.137263275584073
"caesar","talent","unrelated","word","word",0.156608085323763
"chain","vaccine","unrelated","word","word",0.191164823803678
"turn","highway","unrelated","word","word",0.20588436461599
"espionage","gate","unrelated","word","word",0.0551187183688944
"security","heavily","unrelated","word","word",0.082539901736316
"anchor","exaggerate","unrelated","word","word",0.0817241504978168
"pirate","cemetery","unrelated","word","word",0.13147012893316
"soup","unpleasant","unrelated","word","word",0.181776471082958
"pension","hole","unrelated","word","word",0.173337164399213
"auction","arm","unrelated","word","word",0.0803351191968253
"ninja","kill","unrelated","word","word",0.200672343028855
"mud","sermon","unrelated","word","word",0.15657333618666
"radar","justice","unrelated","word","word",0.146776673170119
"cream","trial","unrelated","word","word",0.135068938880611
"rescue","football","unrelated","word","word",0.0675948442037742
"hero","perfect","unrelated","word","word",0.173727245604901
"gossip","emotional","unrelated","word","word",0.119170127570636
"tattoo","raccoon","unrelated","word","word",0.205485997268416
"calendar","funny","unrelated","word","word",0.14964149581372
"class","nausea","unrelated","word","word",0.126741988571207
"technology","activity","unrelated","word","word",0.248791910684335
"genius","outcome","unrelated","word","word",0.128804342256447
"safe","yesterday","unrelated","word","word",0.154955383135856
"choose","torture","unrelated","word","word",0.1588303662946
"stubborn","eventually","unrelated","word","word",0.177023465399969
"buy","atmosphere","unrelated","word","word",0.0855403757836509
"parliament","flame","unrelated","word","word",0.185672077870187
"governor","building","unrelated","word","word",0.0855837634584098
"bring","imprisonment","unrelated","word","word",0.121367997365673
"delicate","electric","unrelated","word","word",0.192660118422513
"word","monitor","unrelated","word","word",0.106506092989531
"speech","snow","unrelated","word","word",0.171030344731446
"slave","position","unrelated","word","word",0.150341972678412
"refuge","theory","unrelated","word","word",0.13624103483492
"crew","sentence","unrelated","word","word",0.174823791726528
"boot","depression","unrelated","word","word",0.164717482269186
"shot","cruelty","unrelated","word","word",0.0841202348923331
"ill","cheap","unrelated","word","word",0.200494041465366
"form","child","unrelated","word","word",0.212098695640276
"frequency","legal","unrelated","word","word",0.0794754041221383
"stamp","act","unrelated","word","word",0.213341381040053
"silent","waitress","unrelated","word","word",0.0853639696910615
"golden","meet","unrelated","word","word",0.0926731233444347
"simply","very","unrelated","word","word",0.223826481057965
"toilet","meeting","unrelated","word","word",0.126497749501898
"drop","fast","unrelated","word","word",0.122771856229906
"stand","warrior","unrelated","word","word",0.155722052209824
"bone","fog","unrelated","word","word",0.174670515535734
"rest","highness","unrelated","word","word",0.159187324466238
"little","study","unrelated","word","word",0.168710679314707
"taste","empire","unrelated","word","word",0.222808308974956
"worm","station","unrelated","word","word",0.0849620432419819
"shooter","helicopter","unrelated","word","word",0.236001418212367
"rain","grandmother","unrelated","word","word",0.1188587450246
"lemonade","french","unrelated","word","word",0.10467248026656
"lunar","beautiful","unrelated","word","word",0.148970380193279
"nothing","tuesday","unrelated","word","word",0.159104461217238
"elsewhere","brave","unrelated","word","word",0.0471439011069497
"daughter","emperor","unrelated","word","word",0.210893784490691
"album","hide","unrelated","word","word",0.0968185747013521
"noise","boss","unrelated","word","word",0.190994252659823
"lasagna","attacker","unrelated","word","word",0.0299755545377842
"talk","flight","unrelated","word","word",0.136222219211599
"expert","turtle","unrelated","word","word",0.16643654752256
"sensational","remain","unrelated","word","word",0.103913867448526
"distance","definition","unrelated","word","word",0.184455447935747
"waste","beauty","unrelated","word","word",0.212630499684928
